YEAR,MOTHER_ORIGIN,FATHER_ORIGIN,SPOUSE_GEN,SPOUSE_COUNTRY,SPOUSE_MOTHER,SPOUSE_FATHER,WEIGHTED_COUNT
1900,Russia/USSR,Germany,1st gen immigrant,Austria,Austria,Austria,19.85
1900,Russia/USSR,Germany,1st gen immigrant,Germany,Germany,Germany,38.36
1900,Russia/USSR,Germany,1st gen immigrant,Poland,Poland,Poland,19.85
1900,Russia/USSR,Germany,1st gen immigrant,Russia/USSR,Russia/USSR,Russia/USSR,19.87
1900,Russia/USSR,Germany,2nd gen,France,France,France,18.56
1900,Russia/USSR,Germany,2nd gen,Germany,Germany,Germany,40.94
1900,Russia/USSR,Germany,2nd gen,Russia/USSR,Russia/USSR,Russia/USSR,19.86
1900,Russia/USSR,Germany,3rd+ gen American,American,US-born,US-born,20.03
1900,Russia/USSR,Hungary,1st gen immigrant,Hungary,Hungary,Hungary,19.85
1900,Russia/USSR,Italy,3rd+ gen American,American,US-born,US-born,19.96
1900,Russia/USSR,Luxembourg,1st gen immigrant,Germany,Germany,Germany,18.71
1900,Russia/USSR,Russia/USSR,1st gen immigrant,Austria,Austria,Austria,79.32000000000001
1900,Russia/USSR,Russia/USSR,1st gen immigrant,Canada,Russia/USSR,Russia/USSR,20.47
1900,Russia/USSR,Russia/USSR,1st gen immigrant,England,England,US-born,18.83
1900,Russia/USSR,Russia/USSR,1st gen immigrant,England,Russia/USSR,Russia/USSR,79.24000000000001
1900,Russia/USSR,Russia/USSR,1st gen immigrant,France,France,France,18.71
1900,Russia/USSR,Russia/USSR,1st gen immigrant,Germany,Austria,Austria,19.85
1900,Russia/USSR,Russia/USSR,1st gen immigrant,Germany,Germany,Germany,312.12
1900,Russia/USSR,Russia/USSR,1st gen immigrant,Hungary,Hungary,Hungary,98.97
1900,Russia/USSR,Russia/USSR,1st gen immigrant,Netherlands,Netherlands,Netherlands,19.89
1900,Russia/USSR,Russia/USSR,1st gen immigrant,Romania,Romania,Romania,39.71
1900,Russia/USSR,Russia/USSR,1st gen immigrant,Russia/USSR,Germany,Germany,18.12
1900,Russia/USSR,Russia/USSR,1st gen immigrant,Russia/USSR,Germany,Russia/USSR,39.6
1900,Russia/USSR,Russia/USSR,1st gen immigrant,Russia/USSR,Poland,Russia/USSR,19.28
1900,Russia/USSR,Russia/USSR,1st gen immigrant,Russia/USSR,Russia/USSR,Germany,58.04
1900,Russia/USSR,Russia/USSR,1st gen immigrant,Russia/USSR,Russia/USSR,Russia/USSR,2978.83
1900,Russia/USSR,Russia/USSR,1st gen immigrant,Russia/USSR,Russia/USSR,US-born,19.86
1900,Russia/USSR,Russia/USSR,2nd gen,Austria,Austria,Austria,19.85
1900,Russia/USSR,Russia/USSR,2nd gen,Canada,Canada,Canada,18.71
1900,Russia/USSR,Russia/USSR,2nd gen,Canada,US-born,Canada,18.99
1900,Russia/USSR,Russia/USSR,2nd gen,England,England,England,39.68
1900,Russia/USSR,Russia/USSR,2nd gen,England,Netherlands,England,20.0
1900,Russia/USSR,Russia/USSR,2nd gen,France,France,France,19.69
1900,Russia/USSR,Russia/USSR,2nd gen,Germany,England,Germany,19.68
1900,Russia/USSR,Russia/USSR,2nd gen,Germany,Germany,Germany,434.22
1900,Russia/USSR,Russia/USSR,2nd gen,Germany,Russia/USSR,Germany,19.86
1900,Russia/USSR,Russia/USSR,2nd gen,Germany,US-born,Germany,19.88
1900,Russia/USSR,Russia/USSR,2nd gen,Ireland,Ireland,Ireland,38.6
1900,Russia/USSR,Russia/USSR,2nd gen,Ireland,US-born,Ireland,38.480000000000004
1900,Russia/USSR,Russia/USSR,2nd gen,Netherlands,Germany,Netherlands,19.85
1900,Russia/USSR,Russia/USSR,2nd gen,Poland,Poland,Poland,19.69
1900,Russia/USSR,Russia/USSR,2nd gen,Russia/USSR,Germany,Russia/USSR,58.370000000000005
1900,Russia/USSR,Russia/USSR,2nd gen,Russia/USSR,Russia/USSR,Russia/USSR,1666.74
1900,Russia/USSR,Russia/USSR,2nd gen,Russia/USSR,Russia/USSR,US-born,18.3
1900,Russia/USSR,Russia/USSR,2nd gen,Russia/USSR,Sweden,Russia/USSR,18.71
1900,Russia/USSR,Russia/USSR,2nd gen,Scotland,Scotland,Scotland,19.49
1900,Russia/USSR,Russia/USSR,2nd gen,Switzerland,Switzerland,Switzerland,19.42
1900,Russia/USSR,Russia/USSR,3rd+ gen American,American,US-born,US-born,472.38
1900,Russia/USSR,Switzerland,2nd gen,Russia/USSR,Switzerland,Russia/USSR,19.63
1900,Russia/USSR,Switzerland,3rd+ gen American,American,US-born,US-born,20.14
1900,Russia/USSR,US-born,1st gen immigrant,Russia/USSR,Russia/USSR,Russia/USSR,39.71
1900,Russia/USSR,US-born,1st gen immigrant,Scotland,Scotland,Scotland,20.05
1900,Russia/USSR,US-born,2nd gen,Canada,US-born,Canada,18.71
1900,Russia/USSR,US-born,2nd gen,England,England,US-born,19.53
1900,Russia/USSR,US-born,2nd gen,Germany,Germany,Germany,19.68
1900,Russia/USSR,US-born,2nd gen,Ireland,Ireland,Ireland,20.92
1900,Russia/USSR,US-born,2nd gen,Russia/USSR,Russia/USSR,Russia/USSR,18.3
1900,Russia/USSR,US-born,3rd+ gen American,American,US-born,US-born,256.82
1900,Scotland,Abroad/At Sea,1st gen immigrant,Denmark,Denmark,Denmark,19.74
1900,Scotland,Abroad/At Sea,2nd gen,Scotland,Ireland,Scotland,19.64
1900,Scotland,Abroad/At Sea,3rd+ gen American,American,US-born,US-born,19.44
1900,Scotland,Austria,3rd+ gen American,American,US-born,US-born,19.69
1900,Scotland,Canada,1st gen immigrant,Canada,Canada,Canada,176.5
1900,Scotland,Canada,1st gen immigrant,Canada,Scotland,Canada,19.9
1900,Scotland,Canada,1st gen immigrant,Canada,Scotland,England,19.7
1900,Scotland,Canada,1st gen immigrant,Canada,US-born,US-born,19.63
1900,Scotland,Canada,1st gen immigrant,Denmark,Denmark,Denmark,19.72
1900,Scotland,Canada,1st gen immigrant,England,England,England,39.5
1900,Scotland,Canada,1st gen immigrant,Germany,Germany,Germany,40.01
1900,Scotland,Canada,1st gen immigrant,Ireland,Ireland,Ireland,20.08
1900,Scotland,Canada,1st gen immigrant,Sweden,Sweden,Sweden,19.56
1900,Scotland,Canada,2nd gen,Canada,Canada,Canada,38.96
1900,Scotland,Canada,2nd gen,Canada,Canada,US-born,41.55
1900,Scotland,Canada,2nd gen,Canada,Ireland,Canada,19.43
1900,Scotland,Canada,2nd gen,Canada,US-born,Canada,77.52000000000001
1900,Scotland,Canada,2nd gen,England,England,England,19.62
1900,Scotland,Canada,2nd gen,England,England,US-born,19.75
1900,Scotland,Canada,2nd gen,England,US-born,England,19.12
1900,Scotland,Canada,2nd gen,Germany,Germany,Germany,77.23
1900,Scotland,Canada,2nd gen,Germany,Sweden,Germany,19.41
1900,Scotland,Canada,2nd gen,Germany,US-born,Germany,19.42
1900,Scotland,Canada,2nd gen,Ireland,Ireland,Ireland,78.96000000000001
1900,Scotland,Canada,2nd gen,Ireland,Ireland,US-born,19.73
1900,Scotland,Canada,2nd gen,Italy,Italy,Italy,20.79
1900,Scotland,Canada,3rd+ gen American,American,US-born,Abroad/At Sea,20.03
1900,Scotland,Canada,3rd+ gen American,American,US-born,US-born,840.14
1900,Scotland,Cuba,1st gen immigrant,England,England,England,19.17
1900,Scotland,Denmark,2nd gen,England,England,England,19.69
1900,Scotland,Denmark,3rd+ gen American,American,US-born,US-born,39.74
1900,Scotland,England,1st gen immigrant,Canada,Canada,Canada,138.42
1900,Scotland,England,1st gen immigrant,Canada,Canada,Ireland,19.93
1900,Scotland,England,1st gen immigrant,Canada,Canada,Scotland,39.3
1900,Scotland,England,1st gen immigrant,Canada,Canada,US-born,19.93
1900,Scotland,England,1st gen immigrant,Canada,England,England,39.95
1900,Scotland,England,1st gen immigrant,Canada,France,Canada,19.77
1900,Scotland,England,1st gen immigrant,Canada,Germany,Switzerland,19.45
1900,Scotland,England,1st gen immigrant,Canada,Ireland,Canada,19.07
1900,Scotland,England,1st gen immigrant,Canada,Ireland,England,19.21
1900,Scotland,England,1st gen immigrant,Canada,Ireland,Ireland,38.46
1900,Scotland,England,1st gen immigrant,Canada,Scotland,Scotland,19.49
1900,Scotland,England,1st gen immigrant,Canada,US-born,Canada,19.98
1900,Scotland,England,1st gen immigrant,Canada,US-born,US-born,19.69
1900,Scotland,England,1st gen immigrant,Denmark,Denmark,Denmark,19.61
1900,Scotland,England,1st gen immigrant,England,England,England,494.1
1900,Scotland,England,1st gen immigrant,England,England,Germany,19.75
1900,Scotland,England,1st gen immigrant,England,England,Scotland,38.5
1900,Scotland,England,1st gen immigrant,England,Scotland,England,18.71
1900,Scotland,England,1st gen immigrant,England,US-born,US-born,19.68
1900,Scotland,England,1st gen immigrant,England,Wales,Wales,19.78
1900,Scotland,England,1st gen immigrant,France,England,France,19.89
1900,Scotland,England,1st gen immigrant,Germany,Germany,Germany,155.28
1900,Scotland,England,1st gen immigrant,Ireland,England,England,19.88
1900,Scotland,England,1st gen immigrant,Ireland,Ireland,Ireland,254.89000000000001
1900,Scotland,England,1st gen immigrant,Italy,Italy,Italy,19.37
1900,Scotland,England,1st gen immigrant,Mexico,Mexico,Mexico,20.1
1900,Scotland,England,1st gen immigrant,Scotland,Scotland,Scotland,194.9
1900,Scotland,England,1st gen immigrant,Sweden,Sweden,Sweden,39.29
1900,Scotland,England,1st gen immigrant,Switzerland,Switzerland,Switzerland,39.42
1900,Scotland,England,1st gen immigrant,Wales,England,England,19.69
1900,Scotland,England,1st gen immigrant,Wales,England,Wales,19.74
1900,Scotland,England,1st gen immigrant,Wales,Wales,Wales,79.96000000000001
1900,Scotland,England,2nd gen,Canada,Australia/New Zealand,Canada,19.68
1900,Scotland,England,2nd gen,Canada,Canada,Canada,77.18
1900,Scotland,England,2nd gen,Canada,Canada,US-born,40.32
1900,Scotland,England,2nd gen,Denmark,Denmark,Denmark,38.980000000000004
1900,Scotland,England,2nd gen,England,Australia/New Zealand,England,19.68
1900,Scotland,England,2nd gen,England,England,England,505.96
1900,Scotland,England,2nd gen,England,England,US-born,138.41
1900,Scotland,England,2nd gen,England,Germany,England,79.74000000000001
1900,Scotland,England,2nd gen,England,Ireland,England,18.71
1900,Scotland,England,2nd gen,England,Scotland,England,117.6
1900,Scotland,England,2nd gen,England,US-born,England,293.5
1900,Scotland,England,2nd gen,England,Wales,England,19.62
1900,Scotland,England,2nd gen,France,US-born,France,39.230000000000004
1900,Scotland,England,2nd gen,Germany,Canada,Germany,19.66
1900,Scotland,England,2nd gen,Germany,Germany,Germany,610.08
1900,Scotland,England,2nd gen,Germany,Germany,US-born,19.23
1900,Scotland,England,2nd gen,Germany,Ireland,Germany,38.84
1900,Scotland,England,2nd gen,Germany,Scotland,Germany,19.83
1900,Scotland,England,2nd gen,Germany,Switzerland,Germany,20.15
1900,Scotland,England,2nd gen,Germany,US-born,Germany,117.34
1900,Scotland,England,2nd gen,Ireland,Ireland,Ireland,296.02
1900,Scotland,England,2nd gen,Ireland,Ireland,US-born,58.93
1900,Scotland,England,2nd gen,Ireland,US-born,Ireland,194.39000000000001
1900,Scotland,England,2nd gen,Netherlands,Netherlands,Netherlands,40.69
1900,Scotland,England,2nd gen,Norway,Norway,Norway,37.18
1900,Scotland,England,2nd gen,Scotland,Canada,Scotland,19.62
1900,Scotland,England,2nd gen,Scotland,England,Scotland,79.02
1900,Scotland,England,2nd gen,Scotland,Ireland,Scotland,39.29
1900,Scotland,England,2nd gen,Scotland,Scotland,Scotland,136.77
1900,Scotland,England,2nd gen,Scotland,Scotland,US-born,59.69
1900,Scotland,England,2nd gen,Scotland,US-born,Scotland,58.6
1900,Scotland,England,2nd gen,Sweden,Sweden,Sweden,19.08
1900,Scotland,England,2nd gen,Switzerland,Switzerland,Switzerland,19.16
1900,Scotland,England,2nd gen,Wales,England,Wales,20.09
1900,Scotland,England,2nd gen,Wales,US-born,Wales,20.02
1900,Scotland,England,2nd gen,Wales,Wales,US-born,39.57
1900,Scotland,England,2nd gen,West Indies,West Indies,US-born,19.77
1900,Scotland,England,2nd gen,West Indies,West Indies,West Indies,20.54
1900,Scotland,England,3rd+ gen American,American,US-born,US-born,4314.01
1900,Scotland,France,1st gen immigrant,Canada,Canada,Canada,19.78
1900,Scotland,France,1st gen immigrant,England,England,England,39.349999999999994
1900,Scotland,France,1st gen immigrant,England,Ireland,US-born,18.78
1900,Scotland,France,1st gen immigrant,Germany,Germany,Germany,19.85
1900,Scotland,France,1st gen immigrant,Scotland,Scotland,Scotland,19.96
1900,Scotland,France,2nd gen,Canada,Canada,Canada,19.69
1900,Scotland,France,2nd gen,Canada,US-born,Canada,19.95
1900,Scotland,France,2nd gen,Germany,Germany,Germany,59.45
1900,Scotland,France,2nd gen,Ireland,Ireland,Ireland,20.35
1900,Scotland,France,3rd+ gen American,American,US-born,US-born,117.95
1900,Scotland,Germany,1st gen immigrant,Canada,Canada,Canada,40.730000000000004
1900,Scotland,Germany,1st gen immigrant,Canada,Canada,England,20.79
1900,Scotland,Germany,1st gen immigrant,Canada,England,England,19.66
1900,Scotland,Germany,1st gen immigrant,Canada,US-born,Canada,19.36
1900,Scotland,Germany,1st gen immigrant,Canada,US-born,England,20.01
1900,Scotland,Germany,1st gen immigrant,England,England,England,19.78
1900,Scotland,Germany,1st gen immigrant,Germany,Germany,Germany,97.93
1900,Scotland,Germany,1st gen immigrant,Indonesia,England,US-born,18.71
1900,Scotland,Germany,1st gen immigrant,Italy,Italy,Italy,19.04
1900,Scotland,Germany,1st gen immigrant,Sweden,Sweden,Sweden,20.02
1900,Scotland,Germany,2nd gen,Canada,Canada,Canada,38.94
1900,Scotland,Germany,2nd gen,Canada,US-born,Canada,19.78
1900,Scotland,Germany,2nd gen,England,England,England,20.05
1900,Scotland,Germany,2nd gen,England,England,US-born,39.72
1900,Scotland,Germany,2nd gen,England,Ireland,England,38.5
1900,Scotland,Germany,2nd gen,England,Scotland,England,19.83
1900,Scotland,Germany,2nd gen,England,US-born,England,58.25
1900,Scotland,Germany,2nd gen,France,France,France,19.69
1900,Scotland,Germany,2nd gen,Germany,Germany,Germany,258.11
1900,Scotland,Germany,2nd gen,Germany,Netherlands,Germany,18.71
1900,Scotland,Germany,2nd gen,Germany,Scotland,Germany,79.42
1900,Scotland,Germany,2nd gen,Germany,US-born,Germany,58.42
1900,Scotland,Germany,2nd gen,Ireland,Ireland,Ireland,157.59
1900,Scotland,Germany,2nd gen,Ireland,Ireland,US-born,19.0
1900,Scotland,Germany,2nd gen,Ireland,US-born,Ireland,40.05
1900,Scotland,Germany,2nd gen,Norway,Norway,Norway,19.51
1900,Scotland,Germany,2nd gen,Scotland,England,Scotland,19.81
1900,Scotland,Germany,2nd gen,Scotland,US-born,Scotland,19.08
1900,Scotland,Germany,2nd gen,Switzerland,US-born,Switzerland,19.64
1900,Scotland,Germany,3rd+ gen American,American,US-born,Abroad/At Sea,19.26
1900,Scotland,Germany,3rd+ gen American,American,US-born,US-born,943.59
1900,Scotland,Ireland,1st gen immigrant,Australia/New Zealand,Australia/New Zealand,Australia/New Zealand,19.68
1900,Scotland,Ireland,1st gen immigrant,Australia/New Zealand,England,Canada,21.21
1900,Scotland,Ireland,1st gen immigrant,Canada,Canada,Canada,117.36
1900,Scotland,Ireland,1st gen immigrant,Canada,Canada,Scotland,37.2
1900,Scotland,Ireland,1st gen immigrant,Canada,Canada,US-born,19.82
1900,Scotland,Ireland,1st gen immigrant,Canada,England,England,18.71
1900,Scotland,Ireland,1st gen immigrant,Canada,France,Scotland,19.62
1900,Scotland,Ireland,1st gen immigrant,Canada,Ireland,England,19.61
1900,Scotland,Ireland,1st gen immigrant,Canada,Ireland,Ireland,19.41
1900,Scotland,Ireland,1st gen immigrant,Canada,Ireland,Scotland,19.61
1900,Scotland,Ireland,1st gen immigrant,Canada,Scotland,England,19.78
1900,Scotland,Ireland,1st gen immigrant,Canada,Scotland,Scotland,19.85
1900,Scotland,Ireland,1st gen immigrant,Canada,US-born,Ireland,20.05
1900,Scotland,Ireland,1st gen immigrant,Denmark,Denmark,Denmark,20.02
1900,Scotland,Ireland,1st gen immigrant,England,England,England,236.8
1900,Scotland,Ireland,1st gen immigrant,England,Scotland,Ireland,19.52
1900,Scotland,Ireland,1st gen immigrant,Germany,Germany,Germany,215.85999999999999
1900,Scotland,Ireland,1st gen immigrant,India,US-born,England,19.82
1900,Scotland,Ireland,1st gen immigrant,Ireland,Ireland,England,19.85
1900,Scotland,Ireland,1st gen immigrant,Ireland,Ireland,Ireland,493.03
1900,Scotland,Ireland,1st gen immigrant,Ireland,Scotland,Ireland,19.24
1900,Scotland,Ireland,1st gen immigrant,Italy,Italy,Italy,19.85
1900,Scotland,Ireland,1st gen immigrant,Japan,Japan,US-born,19.85
1900,Scotland,Ireland,1st gen immigrant,Norway,Norway,Norway,19.41
1900,Scotland,Ireland,1st gen immigrant,Russia/USSR,Russia/USSR,Russia/USSR,19.68
1900,Scotland,Ireland,1st gen immigrant,Scotland,Ireland,Ireland,19.32
1900,Scotland,Ireland,1st gen immigrant,Scotland,Scotland,Ireland,19.79
1900,Scotland,Ireland,1st gen immigrant,Scotland,Scotland,Scotland,236.78
1900,Scotland,Ireland,1st gen immigrant,Wales,Wales,Wales,39.06
1900,Scotland,Ireland,1st gen immigrant,West Indies,West Indies,West Indies,19.86
1900,Scotland,Ireland,2nd gen,Austria,Germany,Austria,19.68
1900,Scotland,Ireland,2nd gen,Canada,Canada,Canada,137.4
1900,Scotland,Ireland,2nd gen,Canada,Canada,US-born,39.730000000000004
1900,Scotland,Ireland,2nd gen,Canada,Ireland,Canada,18.93
1900,Scotland,Ireland,2nd gen,Canada,US-born,Canada,137.07
1900,Scotland,Ireland,2nd gen,Denmark,Denmark,Denmark,19.68
1900,Scotland,Ireland,2nd gen,England,England,England,296.9
1900,Scotland,Ireland,2nd gen,England,England,US-born,58.57
1900,Scotland,Ireland,2nd gen,England,Ireland,England,79.16
1900,Scotland,Ireland,2nd gen,England,US-born,England,197.13
1900,Scotland,Ireland,2nd gen,England,Wales,England,20.63
1900,Scotland,Ireland,2nd gen,France,France,France,19.61
1900,Scotland,Ireland,2nd gen,France,Ireland,France,20.16
1900,Scotland,Ireland,2nd gen,Germany,England,Germany,19.85
1900,Scotland,Ireland,2nd gen,Germany,France,Germany,19.9
1900,Scotland,Ireland,2nd gen,Germany,Germany,Germany,412.66
1900,Scotland,Ireland,2nd gen,Germany,Germany,US-born,19.73
1900,Scotland,Ireland,2nd gen,Germany,Ireland,Germany,19.68
1900,Scotland,Ireland,2nd gen,Germany,Sweden,Germany,19.54
1900,Scotland,Ireland,2nd gen,Germany,US-born,Germany,77.83
1900,Scotland,Ireland,2nd gen,Ireland,Canada,Ireland,19.26
1900,Scotland,Ireland,2nd gen,Ireland,England,Ireland,39.39
1900,Scotland,Ireland,2nd gen,Ireland,Germany,Ireland,19.64
1900,Scotland,Ireland,2nd gen,Ireland,Ireland,Ireland,1460.21
1900,Scotland,Ireland,2nd gen,Ireland,Ireland,US-born,139.65
1900,Scotland,Ireland,2nd gen,Ireland,Scotland,Ireland,39.58
1900,Scotland,Ireland,2nd gen,Ireland,US-born,Ireland,177.66
1900,Scotland,Ireland,2nd gen,Italy,Scotland,Italy,20.09
1900,Scotland,Ireland,2nd gen,Netherlands,Netherlands,Netherlands,20.35
1900,Scotland,Ireland,2nd gen,Netherlands,US-born,Netherlands,19.75
1900,Scotland,Ireland,2nd gen,Norway,Norway,Norway,19.74
1900,Scotland,Ireland,2nd gen,Portugal,Portugal,Portugal,19.09
1900,Scotland,Ireland,2nd gen,Scotland,England,Scotland,19.93
1900,Scotland,Ireland,2nd gen,Scotland,Ireland,Scotland,19.05
1900,Scotland,Ireland,2nd gen,Scotland,Scotland,Scotland,156.91
1900,Scotland,Ireland,2nd gen,Scotland,Scotland,US-born,20.97
1900,Scotland,Ireland,2nd gen,Scotland,US-born,Scotland,78.7
1900,Scotland,Ireland,3rd+ gen American,American,US-born,US-born,4091.04
1900,Scotland,Italy,1st gen immigrant,France,France,France,20.09
1900,Scotland,Italy,1st gen immigrant,Italy,Italy,Italy,19.71
1900,Scotland,Italy,2nd gen,Ireland,Scotland,Ireland,20.09
1900,Scotland,Italy,3rd+ gen American,American,US-born,US-born,39.56
1900,Scotland,Netherlands,3rd+ gen American,American,US-born,US-born,58.14
1900,Scotland,Norway,2nd gen,Germany,Germany,Germany,19.88
1900,Scotland,Norway,2nd gen,Netherlands,Netherlands,Netherlands,18.71
1900,Scotland,Norway,2nd gen,Scotland,Ireland,Scotland,18.71
1900,Scotland,Norway,3rd+ gen American,American,US-born,US-born,38.870000000000005
1900,Scotland,Poland,1st gen immigrant,England,England,England,19.5
1900,Scotland,Portugal,1st gen immigrant,Portugal,Portugal,Portugal,19.54
1900,Scotland,Portugal,2nd gen,France,US-born,France,19.78
1900,Scotland,Portugal,2nd gen,Ireland,Ireland,Ireland,19.49
1900,Scotland,Scotland,1st gen immigrant,Australia/New Zealand,Australia/New Zealand,Australia/New Zealand,18.5
1900,Scotland,Scotland,1st gen immigrant,Australia/New Zealand,Scotland,US-born,19.78
1900,Scotland,Scotland,1st gen immigrant,Austria,Austria,Austria,19.85
1900,Scotland,Scotland,1st gen immigrant,Canada,Canada,Canada,781.45
1900,Scotland,Scotland,1st gen immigrant,Canada,Canada,England,59.68
1900,Scotland,Scotland,1st gen immigrant,Canada,Canada,Ireland,57.379999999999995
1900,Scotland,Scotland,1st gen immigrant,Canada,Canada,Scotland,20.01
1900,Scotland,Scotland,1st gen immigrant,Canada,Canada,US-born,97.0
1900,Scotland,Scotland,1st gen immigrant,Canada,England,England,155.07
1900,Scotland,Scotland,1st gen immigrant,Canada,England,Scotland,19.85
1900,Scotland,Scotland,1st gen immigrant,Canada,France,Abroad/At Sea,19.56
1900,Scotland,Scotland,1st gen immigrant,Canada,Germany,Germany,19.85
1900,Scotland,Scotland,1st gen immigrant,Canada,Germany,US-born,19.74
1900,Scotland,Scotland,1st gen immigrant,Canada,Ireland,Canada,40.22
1900,Scotland,Scotland,1st gen immigrant,Canada,Ireland,England,19.56
1900,Scotland,Scotland,1st gen immigrant,Canada,Ireland,Ireland,194.41
1900,Scotland,Scotland,1st gen immigrant,Canada,Ireland,Scotland,57.31
1900,Scotland,Scotland,1st gen immigrant,Canada,Ireland,US-born,19.66
1900,Scotland,Scotland,1st gen immigrant,Canada,Scotland,Canada,39.05
1900,Scotland,Scotland,1st gen immigrant,Canada,Scotland,Ireland,19.52
1900,Scotland,Scotland,1st gen immigrant,Canada,Scotland,Scotland,235.02
1900,Scotland,Scotland,1st gen immigrant,Canada,Scotland,US-born,19.5
1900,Scotland,Scotland,1st gen immigrant,Canada,US-born,Canada,38.96
1900,Scotland,Scotland,1st gen immigrant,Canada,US-born,Ireland,19.73
1900,Scotland,Scotland,1st gen immigrant,Canada,US-born,US-born,38.620000000000005
1900,Scotland,Scotland,1st gen immigrant,Cuba,Cuba,Cuba,18.71
1900,Scotland,Scotland,1st gen immigrant,Czechoslovakia,Czechoslovakia,Czechoslovakia,39.07
1900,Scotland,Scotland,1st gen immigrant,Czechoslovakia,US-born,US-born,21.03
1900,Scotland,Scotland,1st gen immigrant,Denmark,Denmark,Denmark,60.0
1900,Scotland,Scotland,1st gen immigrant,Denmark,Germany,Germany,19.69
1900,Scotland,Scotland,1st gen immigrant,England,Canada,Ireland,19.37
1900,Scotland,Scotland,1st gen immigrant,England,England,England,2130.09
1900,Scotland,Scotland,1st gen immigrant,England,England,France,19.22
1900,Scotland,Scotland,1st gen immigrant,England,England,Germany,19.85
1900,Scotland,Scotland,1st gen immigrant,England,England,Ireland,19.07
1900,Scotland,Scotland,1st gen immigrant,England,England,Scotland,59.56999999999999
1900,Scotland,Scotland,1st gen immigrant,England,Ireland,England,40.099999999999994
1900,Scotland,Scotland,1st gen immigrant,England,Ireland,Ireland,20.35
1900,Scotland,Scotland,1st gen immigrant,England,Scotland,England,20.02
1900,Scotland,Scotland,1st gen immigrant,England,Scotland,Scotland,59.54
1900,Scotland,Scotland,1st gen immigrant,England,US-born,England,18.71
1900,Scotland,Scotland,1st gen immigrant,England,Wales,Wales,20.04
1900,Scotland,Scotland,1st gen immigrant,Finland,Finland,Finland,19.49
1900,Scotland,Scotland,1st gen immigrant,France,England,France,19.22
1900,Scotland,Scotland,1st gen immigrant,France,France,France,19.89
1900,Scotland,Scotland,1st gen immigrant,Germany,Germany,Germany,786.77
1900,Scotland,Scotland,1st gen immigrant,India,India,India,18.71
1900,Scotland,Scotland,1st gen immigrant,Ireland,England,Scotland,19.91
1900,Scotland,Scotland,1st gen immigrant,Ireland,Ireland,Ireland,949.15
1900,Scotland,Scotland,1st gen immigrant,Ireland,Scotland,England,18.31
1900,Scotland,Scotland,1st gen immigrant,Ireland,Scotland,Ireland,18.79
1900,Scotland,Scotland,1st gen immigrant,Ireland,Scotland,Scotland,39.980000000000004
1900,Scotland,Scotland,1st gen immigrant,Italy,Italy,France,18.46
1900,Scotland,Scotland,1st gen immigrant,Netherlands,Netherlands,Netherlands,19.77
1900,Scotland,Scotland,1st gen immigrant,Norway,Norway,Norway,59.18
1900,Scotland,Scotland,1st gen immigrant,Norway,Sweden,Norway,19.36
1900,Scotland,Scotland,1st gen immigrant,Philippines,Scotland,England,19.85
1900,Scotland,Scotland,1st gen immigrant,Scotland,Germany,Germany,19.68
1900,Scotland,Scotland,1st gen immigrant,Scotland,Ireland,Ireland,19.88
1900,Scotland,Scotland,1st gen immigrant,Scotland,Ireland,Scotland,38.08
1900,Scotland,Scotland,1st gen immigrant,Scotland,Scotland,England,19.93
1900,Scotland,Scotland,1st gen immigrant,Scotland,Scotland,Ireland,19.05
1900,Scotland,Scotland,1st gen immigrant,Scotland,Scotland,Scotland,2509.64
1900,Scotland,Scotland,1st gen immigrant,Sweden,Sweden,Germany,19.78
1900,Scotland,Scotland,1st gen immigrant,Sweden,Sweden,Sweden,214.29
1900,Scotland,Scotland,1st gen immigrant,Switzerland,Switzerland,Switzerland,157.12
1900,Scotland,Scotland,1st gen immigrant,Wales,England,England,20.22
1900,Scotland,Scotland,1st gen immigrant,Wales,Wales,Wales,216.03
1900,Scotland,Scotland,2nd gen,Australia/New Zealand,Australia/New Zealand,Australia/New Zealand,19.78
1900,Scotland,Scotland,2nd gen,Austria,Austria,Austria,19.86
1900,Scotland,Scotland,2nd gen,Belgium,US-born,Belgium,19.97
1900,Scotland,Scotland,2nd gen,Canada,Abroad/At Sea,Canada,19.62
1900,Scotland,Scotland,2nd gen,Canada,Canada,Canada,410.46
1900,Scotland,Scotland,2nd gen,Canada,Canada,US-born,491.54
1900,Scotland,Scotland,2nd gen,Canada,England,Canada,19.79
1900,Scotland,Scotland,2nd gen,Canada,Ireland,Canada,20.15
1900,Scotland,Scotland,2nd gen,Canada,US-born,Canada,352.53
1900,Scotland,Scotland,2nd gen,Canada,Wales,Canada,19.04
1900,Scotland,Scotland,2nd gen,Denmark,Denmark,Denmark,58.480000000000004
1900,Scotland,Scotland,2nd gen,Denmark,Germany,Denmark,19.93
1900,Scotland,Scotland,2nd gen,England,Canada,England,155.77
1900,Scotland,Scotland,2nd gen,England,Denmark,England,39.53
1900,Scotland,Scotland,2nd gen,England,England,England,2224.79
1900,Scotland,Scotland,2nd gen,England,England,US-born,608.71
1900,Scotland,Scotland,2nd gen,England,France,England,39.400000000000006
1900,Scotland,Scotland,2nd gen,England,Germany,England,78.69
1900,Scotland,Scotland,2nd gen,England,Ireland,England,120.12
1900,Scotland,Scotland,2nd gen,England,Scotland,England,136.77
1900,Scotland,Scotland,2nd gen,England,Spain,England,19.78
