YEAR,MOTHER_ORIGIN,FATHER_ORIGIN,MARRIAGE_TYPE,WEIGHTED_COUNT,UNWEIGHTED_N
1900,England,Abroad/At Sea,Married mother's origin (2nd gen),38.269999999999996,2
1900,England,Africa,Married 3rd+ gen American,18.87,1
1900,England,Africa,Married different origin (1st gen immigrant),20.09,1
1900,England,Australia/New Zealand,Married 3rd+ gen American,136.42000000000002,7
1900,England,Australia/New Zealand,Married different origin (1st gen immigrant),39.019999999999996,2
1900,England,Australia/New Zealand,Married mother's origin (2nd gen),19.68,1
1900,England,Austria,Married 3rd+ gen American,18.71,1
1900,England,Austria,Married different origin (2nd gen),18.71,1
1900,England,Austria,Married mother's origin (2nd gen),19.97,1
1900,England,Belgium,Married different origin (2nd gen),38.64,2
1900,England,Canada,Married 3rd+ gen American,2254.73,115
1900,England,Canada,Married different origin (1st gen immigrant),276.74,14
1900,England,Canada,Married different origin (2nd gen),805.45,41
1900,England,Canada,Married father's origin (1st gen immigrant),293.08,15
1900,England,Canada,Married father's origin (2nd gen),392.15000000000003,20
1900,England,Canada,Married mother's origin (1st gen immigrant),97.17,5
1900,England,Canada,Married mother's origin (2nd gen),390.69,20
1900,England,Canada,Married someone sharing both heritages (2nd gen),80.45,4
1900,England,China,Married 3rd+ gen American,19.85,1
1900,England,Cuba,Married someone sharing both heritages (2nd gen),39.7,2
1900,England,Denmark,Married 3rd+ gen American,194.79,10
1900,England,Denmark,Married different origin (1st gen immigrant),38.58,2
1900,England,Denmark,Married different origin (2nd gen),59.39,3
1900,England,Denmark,Married mother's origin (1st gen immigrant),19.64,1
1900,England,Denmark,Married mother's origin (2nd gen),38.76,2
1900,England,England,Married 3rd+ gen American,110849.97,5640
1900,England,England,Married different origin (1st gen immigrant),18148.79,924
1900,England,England,Married different origin (2nd gen),42581.97,2165
1900,England,England,Married same origin (1st gen immigrant),19948.16,1013
1900,England,England,Married same origin (2nd gen),36617.9,1863
1900,England,Europe (unspecified),Married mother's origin (1st gen immigrant),19.69,1
1900,England,France,Married 3rd+ gen American,511.71,26
1900,England,France,Married different origin (1st gen immigrant),138.63,7
1900,England,France,Married different origin (2nd gen),414.45,21
1900,England,France,Married father's origin (1st gen immigrant),38.61,2
1900,England,France,Married father's origin (2nd gen),19.95,1
1900,England,France,Married mother's origin (1st gen immigrant),78.69,4
1900,England,France,Married mother's origin (2nd gen),98.98,5
1900,England,France,Married someone sharing both heritages (2nd gen),38.32,2
1900,England,Germany,Married 3rd+ gen American,3503.9900000000002,178
1900,England,Germany,Married different origin (1st gen immigrant),570.08,29
1900,England,Germany,Married different origin (2nd gen),1088.09,55
1900,England,Germany,Married father's origin (1st gen immigrant),651.32,33
1900,England,Germany,Married father's origin (2nd gen),1794.16,91
1900,England,Germany,Married mother's origin (1st gen immigrant),334.14,17
1900,England,Germany,Married mother's origin (2nd gen),531.25,27
1900,England,Germany,Married someone sharing both heritages (2nd gen),178.15,9
1900,England,Gibraltar,Married different origin (1st gen immigrant),19.4,1
1900,England,Hungary,Married different origin (1st gen immigrant),19.78,1
1900,England,Hungary,Married different origin (2nd gen),19.27,1
1900,England,Iran,Married mother's origin (2nd gen),19.54,1
1900,England,Ireland,Married 3rd+ gen American,6137.12,312
1900,England,Ireland,Married different origin (1st gen immigrant),1394.17,71
1900,England,Ireland,Married different origin (2nd gen),2126.0,108
1900,England,Ireland,Married father's origin (1st gen immigrant),611.76,31
1900,England,Ireland,Married father's origin (2nd gen),3082.36,156
1900,England,Ireland,Married mother's origin (1st gen immigrant),848.48,43
1900,England,Ireland,Married mother's origin (2nd gen),831.12,42
1900,England,Ireland,Married someone sharing both heritages (2nd gen),353.85,18
1900,England,Italy,Married 3rd+ gen American,39.34,2
1900,England,Italy,Married different origin (1st gen immigrant),19.73,1
1900,England,Italy,Married different origin (2nd gen),58.260000000000005,3
1900,England,Italy,Married mother's origin (2nd gen),59.11,3
1900,England,Luxembourg,Married different origin (2nd gen),19.85,1
1900,England,Mexico,Married 3rd+ gen American,18.97,1
1900,England,Netherlands,Married 3rd+ gen American,119.64,6
1900,England,Netherlands,Married different origin (1st gen immigrant),59.42,3
1900,England,Netherlands,Married different origin (2nd gen),117.2,6
1900,England,Netherlands,Married father's origin (2nd gen),19.69,1
1900,England,Netherlands,Married mother's origin (1st gen immigrant),19.69,1
1900,England,Norway,Married 3rd+ gen American,57.94,3
1900,England,Norway,Married different origin (1st gen immigrant),19.18,1
1900,England,Norway,Married different origin (2nd gen),19.05,1
1900,England,Norway,Married mother's origin (2nd gen),19.78,1
1900,England,Philippines,Married 3rd+ gen American,19.69,1
1900,England,Poland,Married father's origin (1st gen immigrant),19.69,1
1900,England,Poland,Married father's origin (2nd gen),18.5,1
1900,England,Portugal,Married 3rd+ gen American,38.98,2
1900,England,Portugal,Married different origin (1st gen immigrant),19.69,1
1900,England,Russia/USSR,Married 3rd+ gen American,18.71,1
1900,England,Russia/USSR,Married different origin (2nd gen),39.92,2
1900,England,Scotland,Married 3rd+ gen American,4155.1,212
1900,England,Scotland,Married different origin (1st gen immigrant),881.62,45
1900,England,Scotland,Married different origin (2nd gen),1749.34,89
1900,England,Scotland,Married father's origin (1st gen immigrant),214.36,11
1900,England,Scotland,Married father's origin (2nd gen),293.58,15
1900,England,Scotland,Married mother's origin (1st gen immigrant),589.03,30
1900,England,Scotland,Married mother's origin (2nd gen),940.05,48
1900,England,Scotland,Married someone sharing both heritages (2nd gen),157.02,8
1900,England,Spain,Married 3rd+ gen American,19.96,1
1900,England,Spain,Married different origin (2nd gen),19.86,1
1900,England,Spain,Married father's origin (2nd gen),20.1,1
1900,England,Sweden,Married 3rd+ gen American,137.89,7
1900,England,Sweden,Married different origin (1st gen immigrant),19.09,1
1900,England,Sweden,Married different origin (2nd gen),58.8,3
1900,England,Sweden,Married father's origin (2nd gen),19.68,1
1900,England,Sweden,Married mother's origin (1st gen immigrant),39.57,2
1900,England,Sweden,Married mother's origin (2nd gen),20.02,1
1900,England,Switzerland,Married 3rd+ gen American,136.75,7
1900,England,Switzerland,Married different origin (1st gen immigrant),19.86,1
1900,England,Switzerland,Married different origin (2nd gen),59.120000000000005,3
1900,England,Switzerland,Married father's origin (1st gen immigrant),18.92,1
1900,England,Switzerland,Married father's origin (2nd gen),38.08,2
1900,England,Switzerland,Married mother's origin (2nd gen),38.989999999999995,2
1900,England,US-born,Married 3rd+ gen American,49369.21,2511
1900,England,US-born,Married different origin (1st gen immigrant),5031.68,256
1900,England,US-born,Married different origin (2nd gen),13557.59,691
1900,England,US-born,Married mother's origin (1st gen immigrant),2235.11,114
1900,England,US-born,Married mother's origin (2nd gen),8152.33,415
1900,England,Wales,Married 3rd+ gen American,1099.05,56
1900,England,Wales,Married different origin (1st gen immigrant),234.57,12
1900,England,Wales,Married different origin (2nd gen),704.57,36
1900,England,Wales,Married father's origin (1st gen immigrant),57.98,3
1900,England,Wales,Married father's origin (2nd gen),98.88,5
1900,England,Wales,Married mother's origin (1st gen immigrant),119.03,6
1900,England,Wales,Married mother's origin (2nd gen),315.16,16
1900,England,Wales,Married someone sharing both heritages (2nd gen),115.5,6
1900,England,West Indies,Married 3rd+ gen American,59.769999999999996,3
1900,England,West Indies,Married father's origin (1st gen immigrant),19.71,1
1900,England,West Indies,Married mother's origin (2nd gen),19.61,1
1900,Europe (unspecified),Cuba,Married 3rd+ gen American,19.85,1
1900,Europe (unspecified),Denmark,Married father's origin (1st gen immigrant),18.9,1
1900,Europe (unspecified),Europe (unspecified),Married 3rd+ gen American,257.96,13
1900,Europe (unspecified),Europe (unspecified),Married different origin (1st gen immigrant),39.5,2
1900,Europe (unspecified),Europe (unspecified),Married different origin (2nd gen),137.55,7
1900,Europe (unspecified),Europe (unspecified),Married same origin (1st gen immigrant),158.64,8
1900,Europe (unspecified),Europe (unspecified),Married same origin (2nd gen),320.17,16
1900,Europe (unspecified),France,Married 3rd+ gen American,19.68,1
1900,Europe (unspecified),Germany,Married different origin (1st gen immigrant),19.27,1
1900,Europe (unspecified),US-born,Married 3rd+ gen American,118.6,6
1900,Europe (unspecified),US-born,Married mother's origin (2nd gen),39.61,2
1900,Finland,Austria,Married different origin (1st gen immigrant),19.22,1
1900,Finland,Canada,Married 3rd+ gen American,19.33,1
1900,Finland,England,Married mother's origin (2nd gen),20.1,1
1900,Finland,Finland,Married 3rd+ gen American,77.63,4
1900,Finland,Finland,Married different origin (1st gen immigrant),98.49,5
1900,Finland,Finland,Married same origin (1st gen immigrant),207.6,11
1900,Finland,Finland,Married same origin (2nd gen),98.53,5
1900,Finland,Germany,Married 3rd+ gen American,19.23,1
1900,Finland,Sweden,Married different origin (2nd gen),19.6,1
1900,Finland,Sweden,Married father's origin (1st gen immigrant),19.86,1
1900,Finland,Switzerland,Married different origin (1st gen immigrant),19.87,1
1900,Finland,US-born,Married 3rd+ gen American,39.3,2
1900,Finland,US-born,Married mother's origin (1st gen immigrant),19.6,1
1900,France,Abroad/At Sea,Married different origin (2nd gen),20.19,1
1900,France,Austria,Married 3rd+ gen American,19.86,1
1900,France,Austria,Married different origin (2nd gen),37.980000000000004,2
1900,France,Austria,Married father's origin (1st gen immigrant),38.91,2
1900,France,Belgium,Married 3rd+ gen American,98.18,5
1900,France,Belgium,Married different origin (1st gen immigrant),58.660000000000004,3
1900,France,Belgium,Married different origin (2nd gen),39.230000000000004,2
1900,France,Belgium,Married mother's origin (1st gen immigrant),20.1,1
1900,France,Belgium,Married mother's origin (2nd gen),20.77,1
1900,France,Canada,Married 3rd+ gen American,493.5,25
1900,France,Canada,Married different origin (1st gen immigrant),78.96000000000001,4
1900,France,Canada,Married different origin (2nd gen),316.99,16
1900,France,Canada,Married father's origin (1st gen immigrant),157.56,8
1900,France,Canada,Married father's origin (2nd gen),117.35,6
1900,France,Canada,Married mother's origin (2nd gen),19.0,1
1900,France,Czechoslovakia,Married 3rd+ gen American,20.0,1
1900,France,Denmark,Married 3rd+ gen American,39.55,2
1900,France,England,Married 3rd+ gen American,591.67,30
1900,France,England,Married different origin (1st gen immigrant),137.33,7
1900,France,England,Married different origin (2nd gen),313.96,16
1900,France,England,Married father's origin (1st gen immigrant),38.78,2
1900,France,England,Married father's origin (2nd gen),116.78999999999999,6
1900,France,England,Married mother's origin (1st gen immigrant),19.88,1
1900,France,England,Married mother's origin (2nd gen),19.93,1
1900,France,France,Married 3rd+ gen American,9392.86,477
1900,France,France,Married different origin (1st gen immigrant),4441.27,226
1900,France,France,Married different origin (2nd gen),9171.36,465
1900,France,France,Married same origin (1st gen immigrant),2412.31,122
1900,France,France,Married same origin (2nd gen),4511.31,228
1900,France,Germany,Married 3rd+ gen American,2877.08,146
1900,France,Germany,Married different origin (1st gen immigrant),745.84,38
1900,France,Germany,Married different origin (2nd gen),1353.64,69
1900,France,Germany,Married father's origin (1st gen immigrant),1178.88,60
1900,France,Germany,Married father's origin (2nd gen),2211.05,112
1900,France,Germany,Married mother's origin (1st gen immigrant),157.35,8
1900,France,Germany,Married mother's origin (2nd gen),358.76,18
1900,France,Germany,Married someone sharing both heritages (2nd gen),119.17,6
1900,France,Ireland,Married 3rd+ gen American,432.92,22
1900,France,Ireland,Married different origin (1st gen immigrant),59.2,3
1900,France,Ireland,Married different origin (2nd gen),295.29,15
1900,France,Ireland,Married father's origin (1st gen immigrant),138.55,7
1900,France,Ireland,Married father's origin (2nd gen),177.09,9
1900,France,Italy,Married 3rd+ gen American,136.55,7
1900,France,Italy,Married different origin (1st gen immigrant),60.410000000000004,3
1900,France,Italy,Married different origin (2nd gen),59.04,3
1900,France,Italy,Married father's origin (1st gen immigrant),40.11,2
1900,France,Italy,Married mother's origin (2nd gen),20.1,1
1900,France,Netherlands,Married 3rd+ gen American,19.66,1
1900,France,Netherlands,Married different origin (1st gen immigrant),18.71,1
1900,France,Norway,Married father's origin (1st gen immigrant),19.87,1
1900,France,Poland,Married 3rd+ gen American,20.05,1
1900,France,Poland,Married different origin (2nd gen),19.89,1
1900,France,Poland,Married father's origin (1st gen immigrant),20.11,1
1900,France,Portugal,Married 3rd+ gen American,20.37,1
1900,France,Russia/USSR,Married different origin (1st gen immigrant),19.85,1
1900,France,Scotland,Married 3rd+ gen American,217.58,11
1900,France,Scotland,Married different origin (2nd gen),158.15,8
1900,France,Scotland,Married father's origin (1st gen immigrant),19.49,1
1900,France,Scotland,Married father's origin (2nd gen),19.89,1
1900,France,South America,Married different origin (1st gen immigrant),19.85,1
1900,France,Spain,Married 3rd+ gen American,97.46000000000001,5
1900,France,Spain,Married different origin (1st gen immigrant),21.21,1
1900,France,Spain,Married different origin (2nd gen),98.3,5
1900,France,Spain,Married father's origin (2nd gen),20.1,1
1900,France,Sweden,Married 3rd+ gen American,40.75,2
1900,France,Sweden,Married mother's origin (2nd gen),18.43,1
1900,France,Switzerland,Married 3rd+ gen American,417.95,21
1900,France,Switzerland,Married different origin (1st gen immigrant),215.27,11
1900,France,Switzerland,Married different origin (2nd gen),157.46,8
1900,France,Switzerland,Married father's origin (2nd gen),59.33,3
1900,France,Switzerland,Married mother's origin (1st gen immigrant),98.24,5
1900,France,Switzerland,Married mother's origin (2nd gen),175.77,9
1900,France,Switzerland,Married someone sharing both heritages (2nd gen),59.31,3
1900,France,US-born,Married 3rd+ gen American,3624.48,184
1900,France,US-born,Married different origin (1st gen immigrant),609.49,31
1900,France,US-born,Married different origin (2nd gen),2185.12,111
1900,France,US-born,Married mother's origin (1st gen immigrant),138.0,7
1900,France,US-born,Married mother's origin (2nd gen),534.91,27
1900,France,Wales,Married 3rd+ gen American,58.17,3
1900,France,Wales,Married different origin (2nd gen),19.52,1
1900,Germany,Abroad/At Sea,Married 3rd+ gen American,103.02,5
1900,Germany,Abroad/At Sea,Married different origin (1st gen immigrant),59.81,3
1900,Germany,Abroad/At Sea,Married different origin (2nd gen),19.79,1
1900,Germany,Abroad/At Sea,Married mother's origin (2nd gen),118.32,6
1900,Germany,Australia/New Zealand,Married 3rd+ gen American,39.8,2
1900,Germany,Australia/New Zealand,Married mother's origin (2nd gen),19.88,1
1900,Germany,Austria,Married 3rd+ gen American,197.44,10
1900,Germany,Austria,Married different origin (1st gen immigrant),114.03999999999999,6
1900,Germany,Austria,Married different origin (2nd gen),198.98,10
1900,Germany,Austria,Married father's origin (1st gen immigrant),138.1,7
1900,Germany,Austria,Married father's origin (2nd gen),18.71,1
1900,Germany,Austria,Married mother's origin (1st gen immigrant),198.87,10
1900,Germany,Austria,Married mother's origin (2nd gen),273.85,14
1900,Germany,Belgium,Married 3rd+ gen American,58.32,3
1900,Germany,Belgium,Married different origin (1st gen immigrant),39.54,2
1900,Germany,Belgium,Married different origin (2nd gen),58.71,3
1900,Germany,Belgium,Married mother's origin (1st gen immigrant),79.53,4
1900,Germany,Belgium,Married mother's origin (2nd gen),39.9,2
1900,Germany,Canada,Married 3rd+ gen American,491.08000000000004,25
1900,Germany,Canada,Married different origin (1st gen immigrant),158.81,8
1900,Germany,Canada,Married different origin (2nd gen),214.81,11
1900,Germany,Canada,Married father's origin (1st gen immigrant),116.84,6
1900,Germany,Canada,Married father's origin (2nd gen),177.34,9
1900,Germany,Canada,Married mother's origin (1st gen immigrant),118.27000000000001,6
1900,Germany,Canada,Married mother's origin (2nd gen),275.6,14
1900,Germany,Canada,Married someone sharing both heritages (2nd gen),59.72,3
1900,Germany,Cuba,Married 3rd+ gen American,19.89,1
1900,Germany,Czechoslovakia,Married 3rd+ gen American,39.790000000000006,2
1900,Germany,Czechoslovakia,Married different origin (1st gen immigrant),19.69,1
1900,Germany,Czechoslovakia,Married father's origin (1st gen immigrant),40.32,2
1900,Germany,Czechoslovakia,Married father's origin (2nd gen),20.71,1
1900,Germany,Czechoslovakia,Married mother's origin (1st gen immigrant),78.8,4
1900,Germany,Czechoslovakia,Married mother's origin (2nd gen),78.12,4
1900,Germany,Czechoslovakia,Married someone sharing both heritages (2nd gen),38.36,2
1900,Germany,Denmark,Married 3rd+ gen American,195.8,10
1900,Germany,Denmark,Married different origin (1st gen immigrant),39.4,2
1900,Germany,Denmark,Married different origin (2nd gen),355.55,18
1900,Germany,Denmark,Married father's origin (1st gen immigrant),38.43,2
1900,Germany,Denmark,Married mother's origin (1st gen immigrant),58.660000000000004,3
1900,Germany,Denmark,Married mother's origin (2nd gen),234.29,12
1900,Germany,Denmark,Married someone sharing both heritages (2nd gen),41.0,2
1900,Germany,England,Married 3rd+ gen American,2712.47,138
1900,Germany,England,Married different origin (1st gen immigrant),590.27,30
1900,Germany,England,Married different origin (2nd gen),865.97,44
1900,Germany,England,Married father's origin (1st gen immigrant),352.67,18
1900,Germany,England,Married father's origin (2nd gen),651.6,33
1900,Germany,England,Married mother's origin (1st gen immigrant),356.27,18
1900,Germany,England,Married mother's origin (2nd gen),1053.03,53
1900,Germany,England,Married someone sharing both heritages (2nd gen),99.11,5
1900,Germany,Finland,Married 3rd+ gen American,18.53,1
1900,Germany,France,Married 3rd+ gen American,4372.99,222
1900,Germany,France,Married different origin (1st gen immigrant),928.95,47
1900,Germany,France,Married different origin (2nd gen),1534.67,78
1900,Germany,France,Married father's origin (1st gen immigrant),197.83,10
1900,Germany,France,Married father's origin (2nd gen),358.24,18
1900,Germany,France,Married mother's origin (1st gen immigrant),1107.47,56
1900,Germany,France,Married mother's origin (2nd gen),2719.82,138
1900,Germany,France,Married someone sharing both heritages (2nd gen),276.55,14
1900,Germany,Germany,Married 3rd+ gen American,268713.08,13649
1900,Germany,Germany,Married different origin (1st gen immigrant),63434.33,3228
1900,Germany,Germany,Married different origin (2nd gen),114505.29,5816
1900,Germany,Germany,Married same origin (1st gen immigrant),243667.51,12382
1900,Germany,Germany,Married same origin (2nd gen),574325.1,29117
1900,Germany,Greece,Married 3rd+ gen American,19.61,1
1900,Germany,Hungary,Married 3rd+ gen American,78.38,4
1900,Germany,Hungary,Married different origin (2nd gen),76.49000000000001,4
1900,Germany,Hungary,Married mother's origin (1st gen immigrant),19.17,1
1900,Germany,Hungary,Married mother's origin (2nd gen),39.53,2
1900,Germany,Ireland,Married 3rd+ gen American,1747.76,89
1900,Germany,Ireland,Married different origin (1st gen immigrant),176.22,9
1900,Germany,Ireland,Married different origin (2nd gen),253.26,13
1900,Germany,Ireland,Married father's origin (1st gen immigrant),215.95,11
1900,Germany,Ireland,Married father's origin (2nd gen),786.41,40
1900,Germany,Ireland,Married mother's origin (1st gen immigrant),179.21,9
1900,Germany,Ireland,Married mother's origin (2nd gen),649.35,33
1900,Germany,Ireland,Married someone sharing both heritages (2nd gen),39.7,2
1900,Germany,Israel/Palestine,Married different origin (1st gen immigrant),19.25,1
1900,Germany,Italy,Married 3rd+ gen American,118.41,6
1900,Germany,Italy,Married different origin (1st gen immigrant),98.18,5
1900,Germany,Italy,Married different origin (2nd gen),40.209999999999994,2
1900,Germany,Italy,Married father's origin (1st gen immigrant),78.11,4
1900,Germany,Italy,Married mother's origin (1st gen immigrant),19.96,1
1900,Germany,Italy,Married mother's origin (2nd gen),117.6,6
1900,Germany,Luxembourg,Married 3rd+ gen American,19.69,1
1900,Germany,Luxembourg,Married different origin (2nd gen),19.73,1
1900,Germany,Netherlands,Married 3rd+ gen American,334.01,17
1900,Germany,Netherlands,Married different origin (1st gen immigrant),195.03,10
1900,Germany,Netherlands,Married different origin (2nd gen),236.99,12
1900,Germany,Netherlands,Married father's origin (1st gen immigrant),57.43,3
1900,Germany,Netherlands,Married father's origin (2nd gen),58.58,3
1900,Germany,Netherlands,Married mother's origin (1st gen immigrant),176.43,9
1900,Germany,Netherlands,Married mother's origin (2nd gen),496.43,25
1900,Germany,Norway,Married 3rd+ gen American,77.42,4
1900,Germany,Norway,Married different origin (1st gen immigrant),76.18,4
1900,Germany,Norway,Married different origin (2nd gen),39.13,2
1900,Germany,Norway,Married father's origin (1st gen immigrant),37.39,2
1900,Germany,Norway,Married mother's origin (1st gen immigrant),19.89,1
1900,Germany,Norway,Married mother's origin (2nd gen),98.31,5
1900,Germany,Poland,Married 3rd+ gen American,57.55,3
1900,Germany,Poland,Married different origin (1st gen immigrant),79.63,4
1900,Germany,Poland,Married different origin (2nd gen),60.120000000000005,3
1900,Germany,Poland,Married father's origin (1st gen immigrant),115.49000000000001,6
1900,Germany,Poland,Married mother's origin (1st gen immigrant),39.14,2
1900,Germany,Poland,Married mother's origin (2nd gen),117.35000000000001,6
1900,Germany,Portugal,Married different origin (2nd gen),37.900000000000006,2
1900,Germany,Portugal,Married father's origin (1st gen immigrant),20.1,1
1900,Germany,Russia/USSR,Married 3rd+ gen American,236.87,12
1900,Germany,Russia/USSR,Married different origin (1st gen immigrant),79.52000000000001,4
1900,Germany,Russia/USSR,Married different origin (2nd gen),135.26,7
1900,Germany,Russia/USSR,Married father's origin (1st gen immigrant),99.12,5
1900,Germany,Russia/USSR,Married father's origin (2nd gen),58.370000000000005,3
1900,Germany,Russia/USSR,Married mother's origin (1st gen immigrant),118.4,6
1900,Germany,Russia/USSR,Married mother's origin (2nd gen),308.08,14
1900,Germany,Russia/USSR,Married someone sharing both heritages (2nd gen),39.36,2
1900,Germany,Scotland,Married 3rd+ gen American,821.56,42
1900,Germany,Scotland,Married different origin (1st gen immigrant),155.76,8
1900,Germany,Scotland,Married different origin (2nd gen),257.0,13
1900,Germany,Scotland,Married father's origin (1st gen immigrant),39.620000000000005,2
1900,Germany,Scotland,Married father's origin (2nd gen),39.85,2
1900,Germany,Scotland,Married mother's origin (1st gen immigrant),99.45,5
1900,Germany,Scotland,Married mother's origin (2nd gen),256.0,13
1900,Germany,South America,Married mother's origin (2nd gen),19.71,1
1900,Germany,Spain,Married 3rd+ gen American,58.99,3
1900,Germany,Spain,Married different origin (1st gen immigrant),19.89,1
1900,Germany,Spain,Married different origin (2nd gen),39.46,2
1900,Germany,Spain,Married mother's origin (1st gen immigrant),19.89,1
1900,Germany,Spain,Married mother's origin (2nd gen),198.39000000000001,10
1900,Germany,Sweden,Married 3rd+ gen American,275.13,14
1900,Germany,Sweden,Married different origin (1st gen immigrant),80.05000000000001,4
1900,Germany,Sweden,Married different origin (2nd gen),39.85,2
1900,Germany,Sweden,Married father's origin (1st gen immigrant),59.879999999999995,3
1900,Germany,Sweden,Married father's origin (2nd gen),39.89,2
1900,Germany,Sweden,Married mother's origin (1st gen immigrant),19.86,1
1900,Germany,Sweden,Married mother's origin (2nd gen),196.02,10
1900,Germany,Switzerland,Married 3rd+ gen American,1761.09,90
1900,Germany,Switzerland,Married different origin (1st gen immigrant),373.94,19
1900,Germany,Switzerland,Married different origin (2nd gen),684.91,35
1900,Germany,Switzerland,Married father's origin (1st gen immigrant),255.73,13
1900,Germany,Switzerland,Married father's origin (2nd gen),257.43,13
1900,Germany,Switzerland,Married mother's origin (1st gen immigrant),607.02,31
1900,Germany,Switzerland,Married mother's origin (2nd gen),1875.81,95
1900,Germany,Switzerland,Married someone sharing both heritages (2nd gen),98.91,5
1900,Germany,US-born,Married 3rd+ gen American,35703.84,1813
1900,Germany,US-born,Married different origin (1st gen immigrant),3913.32,199
1900,Germany,US-born,Married different origin (2nd gen),8917.55,453
1900,Germany,US-born,Married mother's origin (1st gen immigrant),4786.71,243
1900,Germany,US-born,Married mother's origin (2nd gen),21573.07,1094
1900,Germany,Wales,Married 3rd+ gen American,135.17000000000002,7
1900,Germany,Wales,Married different origin (1st gen immigrant),58.92,3
1900,Germany,Wales,Married different origin (2nd gen),59.29,3
1900,Germany,Wales,Married father's origin (2nd gen),21.37,1
1900,Germany,Wales,Married mother's origin (1st gen immigrant),19.49,1
1900,Germany,Wales,Married mother's origin (2nd gen),79.44,4
1900,Germany,West Indies,Married 3rd+ gen American,19.62,1
1900,Germany,West Indies,Married different origin (2nd gen),19.37,1
1900,Germany,Yugoslavia,Married mother's origin (2nd gen),19.65,1
1900,Gibraltar,Gibraltar,Married different origin (1st gen immigrant),39.72,2
1900,Greece,US-born,Married mother's origin (1st gen immigrant),19.69,1
1900,Hungary,England,Married different origin (2nd gen),19.85,1
1900,Hungary,Germany,Married 3rd+ gen American,19.77,1
1900,Hungary,Germany,Married different origin (1st gen immigrant),19.85,1
1900,Hungary,Germany,Married different origin (2nd gen),39.34,2
1900,Hungary,Germany,Married mother's origin (1st gen immigrant),39.47,2
1900,Hungary,Germany,Married mother's origin (2nd gen),19.62,1
1900,Hungary,Hungary,Married 3rd+ gen American,156.0,8
1900,Hungary,Hungary,Married different origin (1st gen immigrant),196.6,10
1900,Hungary,Hungary,Married different origin (2nd gen),216.51000000000002,11
1900,Hungary,Hungary,Married same origin (1st gen immigrant),333.89,17
1900,Hungary,Hungary,Married same origin (2nd gen),177.56,9
1900,Hungary,Italy,Married someone sharing both heritages (2nd gen),39.22,2
1900,Hungary,Russia/USSR,Married father's origin (1st gen immigrant),39.620000000000005,2
1900,Hungary,Switzerland,Married 3rd+ gen American,38.96,2
1900,Hungary,US-born,Married 3rd+ gen American,59.480000000000004,3
1900,Hungary,US-born,Married different origin (1st gen immigrant),19.81,1
1900,Hungary,US-born,Married different origin (2nd gen),20.08,1
1900,Hungary,US-born,Married mother's origin (1st gen immigrant),19.73,1
1900,Hungary,US-born,Married mother's origin (2nd gen),39.54,2
1900,Iceland,Iceland,Married 3rd+ gen American,19.45,1
1900,India,Canada,Married mother's origin (2nd gen),19.69,1
1900,India,England,Married 3rd+ gen American,59.44,3
1900,India,England,Married mother's origin (1st gen immigrant),19.67,1
1900,India,India,Married 3rd+ gen American,628.22,32
1900,India,India,Married different origin (2nd gen),97.44,5
1900,India,India,Married same origin (1st gen immigrant),21.02,1
1900,India,India,Married same origin (2nd gen),156.78,8
1900,India,Ireland,Married different origin (2nd gen),20.29,1
1900,India,Scotland,Married 3rd+ gen American,19.0,1
1900,India,US-born,Married 3rd+ gen American,903.49,46
1900,India,US-born,Married different origin (1st gen immigrant),97.72,5
1900,India,US-born,Married different origin (2nd gen),197.06,10
1900,India,US-born,Married mother's origin (1st gen immigrant),40.510000000000005,2
1900,India,US-born,Married mother's origin (2nd gen),99.58,5
1900,Indonesia,Germany,Married father's origin (2nd gen),19.61,1
1900,Indonesia,Ireland,Married father's origin (1st gen immigrant),19.85,1
1900,Indonesia,US-born,Married 3rd+ gen American,19.71,1
1900,Ireland,Abroad/At Sea,Married 3rd+ gen American,157.32999999999998,8
1900,Ireland,Abroad/At Sea,Married different origin (1st gen immigrant),19.61,1
1900,Ireland,Abroad/At Sea,Married different origin (2nd gen),20.12,1
1900,Ireland,Abroad/At Sea,Married mother's origin (1st gen immigrant),20.08,1
1900,Ireland,Abroad/At Sea,Married mother's origin (2nd gen),39.84,2
1900,Ireland,Africa,Married mother's origin (1st gen immigrant),19.85,1
1900,Ireland,Australia/New Zealand,Married 3rd+ gen American,57.65,3
1900,Ireland,Australia/New Zealand,Married different origin (1st gen immigrant),20.1,1
1900,Ireland,Australia/New Zealand,Married different origin (2nd gen),39.5,2
1900,Ireland,Austria,Married 3rd+ gen American,39.95,2
1900,Ireland,Austria,Married different origin (1st gen immigrant),19.89,1
1900,Ireland,Austria,Married different origin (2nd gen),59.85,3
1900,Ireland,Austria,Married mother's origin (2nd gen),39.260000000000005,2
1900,Ireland,Belgium,Married 3rd+ gen American,58.92,3
1900,Ireland,Belgium,Married different origin (1st gen immigrant),38.41,2
1900,Ireland,Belgium,Married mother's origin (2nd gen),19.7,1
1900,Ireland,Canada,Married 3rd+ gen American,2430.07,124
1900,Ireland,Canada,Married different origin (1st gen immigrant),408.34000000000003,21
1900,Ireland,Canada,Married different origin (2nd gen),1236.67,63
1900,Ireland,Canada,Married father's origin (1st gen immigrant),746.75,38
1900,Ireland,Canada,Married father's origin (2nd gen),704.37,36
1900,Ireland,Canada,Married mother's origin (1st gen immigrant),409.38,21
